amount,fraud_flag,risk_score,timestamp,amount_category
12.95,0,0,152663.0,medium
353.0,0,0,71860.0,high
9.99,0,0,59989.0,low
48.32,0,0,23096.0,medium
6.99,0,0,138125.0,low
19.66,0,0,34861.0,medium
7.16,0,0,58020.0,low
65.34,0,0,151832.0,high
3.8,0,0,158379.0,low
162.38,0,0,34368.0,high
58.55,0,0,81003.0,high
27.14,0,0,127952.0,medium
11.5,0,0,57524.0,medium
1.98,0,0,90278.0,low
10.0,0,0,73059.0,low
17.99,0,0,137179.0,medium
77.9,0,0,69987.0,high
14.95,0,0,58189.0,medium
24.99,0,0,66634.0,medium
72.0,0,0,36990.0,high
0.99,0,0,50471.0,low
22.66,0,0,76922.0,medium
1.29,0,0,64873.0,low
16.0,0,0,50491.0,medium
70.64,0,0,10535.0,high
62.66,0,0,42726.0,high
136.66,0,0,59895.0,high
0.76,0,0,61852.0,low
8.98,0,0,9005.0,low
1.98,0,0,163643.0,low
41.96,0,0,33723.0,medium
38.17,0,0,151846.0,medium
24.65,0,0,121775.0,medium
66.0,0,0,97315.0,high
1.0,0,0,60207.0,low
167.0,0,0,36741.0,high
731.97,0,3,90812.0,very_high
3.99,0,0,83785.0,low
1.79,0,0,149196.0,low
0.76,0,0,40052.0,low
19.95,0,0,33513.0,medium
513.9,0,3,70124.0,very_high
49.97,0,0,65488.0,medium
27.4,0,0,162856.0,medium
2.69,0,0,72159.0,low
25.56,0,0,120914.0,medium
157.05,0,0,35659.0,high
400.0,0,3,163592.0,high
50.0,0,0,43098.0,medium
276.69,0,0,84081.0,high
52.9,0,0,154023.0,high
24.95,0,0,118560.0,medium
875.0,0,3,151611.0,very_high
2.99,0,0,64914.0,low
9.03,0,0,118611.0,low
58.0,0,0,40998.0,high
1.29,0,0,171923.0,low
14.48,0,0,165132.0,medium
527.17,0,3,45180.0,very_high
69.34,0,0,77453.0,high
35.94,0,0,143293.0,medium
18.13,0,0,12311.0,medium
960.0,0,3,40584.0,very_high
26.67,0,0,154486.0,medium
292.4,0,0,85797.0,high
219.9,0,0,48734.0,high
21.5,0,0,45407.0,medium
12.95,0,0,10965.0,medium
18.96,0,0,11559.0,medium
259.98,0,0,41217.0,high
1.79,0,0,49680.0,low
44.98,0,0,30598.0,medium
100.0,0,0,64314.0,high
9.42,0,0,150046.0,low
69.79,0,0,137009.0,high
41.92,0,0,119591.0,medium
49.95,0,0,38845.0,medium
0.0,0,0,158123.0,
149.95,0,0,41520.0,high
4.49,0,0,23966.0,low
38.3,0,0,83257.0,medium
27.0,0,0,48388.0,medium
26.35,0,0,138373.0,medium
42.8,0,0,133524.0,medium
0.89,0,0,91518.0,low
11.27,0,0,110526.0,medium
10.0,0,0,62352.0,low
1.0,0,0,113040.0,low
25.0,0,0,155521.0,medium
356.52,0,0,58788.0,high
539.33,0,3,54941.0,very_high
695.04,0,3,136850.0,very_high
57.49,0,0,54249.0,high
3.57,0,0,127013.0,low
1.98,0,0,86617.0,low
9.38,0,0,54661.0,low
76.65,0,0,49000.0,high
79.95,0,0,42252.0,high
10.0,0,0,29960.0,low
16.18,0,0,33869.0,medium
12.31,0,0,128163.0,medium
72.31,0,0,65512.0,high
30.0,0,0,119677.0,medium
18.0,0,0,144578.0,medium
0.0,0,0,80569.0,
18.16,0,0,77023.0,medium
10.0,0,0,93363.0,low
276.0,0,0,115966.0,high
1.0,0,0,87771.0,low
32.5,0,0,1158.0,medium
30.0,0,0,38996.0,medium
50.33,0,0,76105.0,high
147.0,0,0,141496.0,high
65.9,0,0,34094.0,high
41.94,0,0,170996.0,medium
45.89,0,0,31277.0,medium
10.18,0,0,96270.0,medium
9.99,0,0,144743.0,low
8.72,0,0,51303.0,low
100.79,0,0,125898.0,high
15.0,0,0,53703.0,medium
189.0,0,0,80781.0,high
1.0,0,0,87617.0,low
88.93,0,0,129268.0,high
13.5,0,0,55259.0,medium
11.5,0,0,56895.0,medium
11.29,0,0,88791.0,medium
25.84,0,0,166386.0,medium
87.0,0,0,28073.0,high
1.0,0,0,42329.0,low
21.0,0,0,57535.0,medium
24.99,0,0,33846.0,medium
99.0,0,0,158964.0,high
15.0,0,0,96722.0,medium
15.0,0,0,82065.0,medium
9.0,0,0,95932.0,low
110.26,0,0,69927.0,high
83.94,0,0,155949.0,high
3.85,0,0,144419.0,low
14.99,0,0,158662.0,medium
0.76,0,0,73848.0,low
37.91,0,0,34857.0,medium
4.95,0,0,52811.0,low
2.67,0,0,169641.0,low
31.85,0,0,73805.0,medium
1.29,0,0,132432.0,low
568.0,0,3,124791.0,very_high
0.75,0,0,83668.0,low
1682.61,0,4,41528.0,very_high
99.99,0,0,49179.0,high
307.55,0,0,141669.0,high
223.95,0,0,76074.0,high
5.38,0,0,56364.0,low
64.99,0,0,163734.0,high
64.0,0,0,130962.0,high
1.5,0,0,9844.0,low
30.94,0,0,43565.0,medium
3.99,0,0,48697.0,low
1276.76,0,4,39763.0,very_high
41.3,0,0,37417.0,medium
25.0,0,0,159368.0,medium
10.0,0,0,169623.0,low
200.0,0,0,76697.0,high
1.29,0,0,167602.0,low
35.64,0,0,153903.0,medium
47.7,0,0,125741.0,medium
7.45,0,0,72759.0,low
0.89,0,0,166258.0,low
111.5,0,0,141821.0,high
0.54,0,0,59677.0,low
79.98,0,0,138540.0,high
49.5,0,0,50216.0,medium
9.0,0,0,64162.0,low
2.19,0,0,129235.0,low
3.78,0,0,83098.0,low
4.54,0,0,168158.0,low
38.98,0,0,156774.0,medium
10.62,0,0,97011.0,medium
46.88,0,0,53114.0,medium
19.58,0,0,65725.0,medium
0.92,0,0,116093.0,low
50.0,0,0,111713.0,medium
207.0,0,0,42309.0,high
51.34,0,0,124163.0,high
10.0,0,0,77890.0,low
55.55,0,0,79370.0,high
5.42,0,0,39218.0,low
9.95,0,0,54646.0,low
0.99,0,0,66120.0,low
83.5,0,0,60833.0,high
37.0,0,0,78326.0,medium
55.11,0,0,53517.0,high
1.79,0,0,164895.0,low
15.0,0,0,28168.0,medium
200.0,0,0,70890.0,high
0.89,0,0,111518.0,low
4.49,0,0,136054.0,low
56.93,0,0,128972.0,high
21.38,0,0,129175.0,medium
59.21,0,0,41562.0,high
47.0,0,0,47829.0,medium
220.8,0,0,63879.0,high
28.7,0,0,3770.0,medium
128.95,0,0,36576.0,high
0.89,0,0,167362.0,low
85.0,0,0,37464.0,high
28.25,0,0,51276.0,medium
391.5,0,3,166425.0,high
179.0,0,0,48955.0,high
59.0,0,0,42608.0,high
12.5,0,0,11672.0,medium
240.8,0,0,36716.0,high
316.0,0,0,75433.0,high
132.98,0,0,33677.0,high
16.34,0,0,2550.0,medium
44.99,0,0,85440.0,medium
1.68,0,0,126680.0,low
176.42,0,0,79854.0,high
0.89,0,0,7705.0,low
0.99,0,0,54887.0,low
1.5,0,0,53913.0,low
19.3,0,0,62913.0,medium
63.0,0,0,145498.0,high
14.0,0,0,119778.0,medium
6.85,0,0,32148.0,low
11.99,0,0,133590.0,medium
232.54,0,0,18364.0,high
279.86,0,0,146448.0,high
402.0,0,3,81270.0,high
7.68,0,0,38797.0,low
15.0,0,0,160735.0,medium
173.7,0,0,43318.0,high
1.0,0,0,137129.0,low
95.03,0,0,160111.0,high
453.68,0,3,147160.0,high
52.0,0,0,81906.0,high
36.0,0,0,40964.0,medium
19.66,0,0,113730.0,medium
1.98,0,0,158201.0,low
43.25,0,0,163605.0,medium
51.73,0,0,83516.0,high
1.98,0,0,161518.0,low
2.69,0,0,71212.0,low
7.68,0,0,85061.0,low
0.76,0,0,74962.0,low
21.96,0,0,52584.0,medium
152.65,0,0,123458.0,high
1.98,0,0,168236.0,low
67.94,0,0,120797.0,high
21.56,0,0,76550.0,medium
279.0,0,0,123786.0,high
75.0,0,0,128741.0,high
10.75,0,0,75375.0,medium
2.69,0,0,4148.0,low
122.68,1,0,148479.0,high
15.0,0,0,146089.0,medium
97.0,0,0,36567.0,high
1.0,0,0,31804.0,low
25.89,0,0,28738.0,medium
0.92,0,0,57834.0,low
3.7,0,0,56328.0,low
29.56,0,0,141489.0,medium
5.0,0,0,56829.0,low
1.98,0,0,63988.0,low
2.37,0,0,85473.0,low
17.99,0,0,155793.0,medium
5.83,0,0,25818.0,low
317.77,0,0,151182.0,high
57.0,0,0,97013.0,high
196.29,0,0,156019.0,high
0.77,0,0,171879.0,low
49.59,0,0,57880.0,medium
1.18,0,0,113390.0,low
59.99,0,0,148880.0,high
13.64,0,0,133131.0,medium
5.0,0,0,47311.0,low
29.69,0,0,39263.0,medium
15.99,0,0,172562.0,medium
20.0,0,0,81739.0,medium
7.14,0,0,84069.0,low
7.7,0,0,169390.0,low
7.7,0,0,124634.0,low
0.76,0,0,135054.0,low
1.0,0,0,143795.0,low
210.0,0,0,37560.0,high
26.95,0,0,76567.0,medium
27.83,0,0,55160.0,medium
64.5,0,0,118244.0,high
36.0,0,0,94038.0,medium
10.0,0,0,87362.0,low
42.5,0,0,81412.0,medium
16.0,0,0,152461.0,medium
12.1,0,0,131388.0,medium
1.98,0,0,75202.0,low
13.01,0,0,33255.0,medium
49.0,0,0,36793.0,medium
0.99,0,0,31839.0,low
519.9,1,3,52814.0,very_high
33.29,0,0,122277.0,medium
1.79,0,0,63993.0,low
4.99,0,0,164894.0,low
99.0,0,0,35901.0,high
35.57,0,0,42308.0,medium
211.47,0,0,74099.0,high
4.99,0,0,153745.0,low
0.77,0,0,54743.0,low
9.99,0,0,58471.0,low
7.6,0,0,46114.0,low
55.06,0,0,80151.0,high
1.55,0,0,15366.0,low
11.57,0,0,90105.0,medium
60.0,0,0,58990.0,high
7.65,0,0,144280.0,low
707.94,0,3,34650.0,very_high
372.5,0,3,125610.0,high
1.0,0,0,84565.0,low
15.0,0,0,140419.0,medium
92.25,0,0,147928.0,high
49.77,0,0,165485.0,medium
87.45,0,0,137686.0,high
97.94,0,0,136969.0,high
45.0,0,0,122257.0,medium
175.5,0,0,79602.0,high
70.8,0,0,2417.0,high
13.16,0,0,135374.0,medium
27.83,0,0,57033.0,medium
26.28,0,0,97431.0,medium
9.99,0,0,132002.0,low
129.0,0,0,27586.0,high
3.87,0,0,39941.0,low
11.5,0,0,59623.0,medium
1.88,0,0,153961.0,low
18.07,0,0,136601.0,medium
9.99,0,0,73030.0,low
641.8,0,3,60874.0,very_high
273.03,0,0,63488.0,high
0.89,0,0,107415.0,low
105.41,0,0,131015.0,high
0.79,0,0,147795.0,low
22.72,0,0,109340.0,medium
1.0,0,0,46903.0,low
8.94,0,0,68788.0,low
0.99,0,0,110017.0,low
1.0,0,0,50076.0,low
143.41,0,0,66961.0,high
110.04,0,0,58150.0,high
22.08,0,0,84060.0,medium
0.85,0,0,44224.0,low
51.98,0,0,61600.0,high
223.2,0,0,150337.0,high
1.0,0,0,121585.0,low
0.89,0,0,116360.0,low
1.19,0,0,76530.0,low
1.98,0,0,68169.0,low
11.5,0,0,80588.0,medium
835.0,0,3,60911.0,very_high
86.0,0,0,139096.0,high
1.98,0,0,153821.0,low
86.7,0,0,159778.0,high
126.46,0,0,124016.0,high
301.0,0,0,133674.0,high
19.44,0,0,129863.0,medium
3.07,0,0,156902.0,low
12.5,0,0,137641.0,medium
28.75,0,0,126866.0,medium
8.49,0,0,127037.0,low
49.74,0,0,38963.0,medium
11.5,0,0,144035.0,medium
47.96,0,0,161836.0,medium
20.77,0,0,130239.0,medium
24.95,0,0,164237.0,medium
125.0,0,0,172232.0,high
0.01,0,0,69915.0,low
0.76,0,0,70720.0,low
12.0,0,0,73823.0,medium
106.0,0,0,37922.0,high
1.0,0,0,120247.0,low
21.48,0,0,162891.0,medium
102.0,0,0,147576.0,high
15.0,0,0,166591.0,medium
77.3,0,0,67539.0,high
134.7,0,0,11110.0,high
118.0,0,0,50040.0,high
27.89,0,0,157409.0,medium
8.04,0,0,137114.0,low
48.95,0,0,27561.0,medium
248.0,0,0,146460.0,high
3.99,0,0,150071.0,low
12.46,0,0,57202.0,medium
500.0,0,3,54148.0,high
22.11,0,0,68100.0,medium
4.77,0,0,42895.0,low
2.97,0,0,53485.0,low
202.96,0,0,74503.0,high
5.99,0,0,24683.0,low
163.0,0,0,58419.0,high
316.19,0,0,167646.0,high
182.11,0,0,76489.0,high
61.19,0,0,7479.0,high
614.26,0,3,52694.0,very_high
69.95,0,0,31126.0,high
978.0,0,3,151525.0,very_high
1.98,0,0,164674.0,low
111.35,0,0,168457.0,high
603.79,0,3,132852.0,very_high
91.79,0,0,142382.0,high
7.23,0,0,87898.0,low
84.0,0,0,122690.0,high
236.01,0,0,47370.0,high
48.79,0,0,63319.0,medium
15.91,0,0,94131.0,medium
156.08,0,0,69489.0,high
85.69,0,0,36958.0,high
2.15,0,0,47642.0,low
18.0,0,0,77344.0,medium
56.92,0,0,33001.0,high
9.99,0,0,161053.0,low
48.4,0,0,136831.0,medium
49.99,0,0,140107.0,medium
1.0,0,0,67890.0,low
1.0,0,0,138937.0,low
236.58,0,0,33938.0,high
1.0,0,0,79376.0,low
9.83,0,0,31230.0,low
0.76,0,0,43583.0,low
3.55,0,0,155855.0,low
8.99,0,0,63693.0,low
60.0,0,0,119738.0,high
9.99,0,0,122195.0,low
9.51,0,0,152059.0,low
100.0,0,0,129642.0,high
11.99,0,0,66845.0,medium
1.51,0,0,51311.0,low
121.99,0,0,125876.0,high
1.18,0,0,149651.0,low
5.0,0,0,87917.0,low
17.82,0,0,156913.0,medium
136.54,0,0,54470.0,high
9.9,0,0,73859.0,low
26.62,0,0,49786.0,medium
89.95,0,0,121650.0,high
0.89,0,0,77510.0,low
110.0,0,0,64036.0,high
39.95,0,0,156578.0,medium
179.65,0,0,144751.0,high
3.73,0,0,128314.0,low
1.0,0,0,114367.0,low
44.88,0,0,36759.0,medium
3.59,0,0,172546.0,low
385.62,0,3,132631.0,high
33.77,0,0,44835.0,medium
12.58,0,0,138217.0,medium
0.99,0,0,80147.0,low
9.87,0,0,60195.0,low
314.0,0,0,153190.0,high
64.0,0,0,46521.0,high
120.43,0,0,154313.0,high
28.49,0,0,31062.0,medium
79.0,0,0,138296.0,high
7.6,0,0,72594.0,low
45.95,0,0,121243.0,medium
10.0,0,0,46835.0,low
37.76,0,0,68880.0,medium
9.52,0,0,104509.0,low
37.25,0,0,116311.0,medium
7.68,0,0,57054.0,low
30.95,0,0,75688.0,medium
59.13,0,0,58803.0,high
299.01,0,0,147476.0,high
4.16,0,0,66028.0,low
15.0,0,0,35487.0,medium
2.28,0,0,118406.0,low
42.99,0,0,46063.0,medium
8.99,0,0,36633.0,low
1.0,0,0,53076.0,low
118.94,0,0,70534.0,high
1.98,0,0,86923.0,low
68.94,0,0,63725.0,high
40.73,0,0,56855.0,medium
27.59,0,0,125074.0,medium
202.94,0,0,130899.0,high
7.49,0,0,75214.0,low
206.0,0,0,70383.0,high
9.99,0,0,157375.0,low
9.99,0,0,7278.0,low
34.36,0,0,133216.0,medium
12.99,0,0,68591.0,medium
1.0,0,0,64334.0,low
1.98,0,0,58454.0,low
5.9,0,0,15522.0,low
17.99,0,0,88316.0,medium
8.76,0,0,33663.0,low
47.48,0,0,139279.0,medium
0.76,0,0,143902.0,low
36.55,0,0,70562.0,medium
89.95,0,0,169739.0,high
4.56,0,0,125980.0,low
754.96,0,3,67524.0,very_high
10.0,0,0,135039.0,low
1.98,0,0,40488.0,low
10.0,0,0,111461.0,low
7.39,0,0,127235.0,low
4.49,0,0,142832.0,low
39.77,0,0,70322.0,medium
86.22,0,0,159867.0,high
19.99,0,0,138847.0,medium
99.95,0,0,160475.0,high
4.57,0,0,79638.0,low
90.99,0,0,34888.0,high
154.0,0,0,36626.0,high
1.0,0,0,114363.0,low
73.77,0,0,144361.0,high
0.76,0,0,137519.0,low
44.0,0,0,77820.0,medium
334.39,0,0,157410.0,high
104.98,0,0,78791.0,high
89.99,0,0,32533.0,high
10.62,0,0,165831.0,medium
0.77,0,0,79773.0,low
53.27,0,0,42859.0,high
11.5,0,0,119736.0,medium
269.23,0,0,151520.0,high
6.78,0,0,72238.0,low
45.4,0,0,141241.0,medium
12.9,0,0,42791.0,medium
33.51,0,0,87254.0,medium
500.0,0,3,103987.0,high
11.27,0,0,109603.0,medium
49.95,0,0,151090.0,medium
146.0,0,0,26266.0,high
358.96,0,0,128897.0,high
7.68,0,0,34433.0,low
2.3,0,0,85645.0,low
50.0,0,0,135514.0,medium
8.98,0,0,131561.0,low
0.76,0,0,142215.0,low
251.52,0,0,140556.0,high
9.99,0,0,71523.0,low
50.0,0,0,56699.0,medium
17.96,0,0,35833.0,medium
60.0,0,0,131680.0,high
1.0,0,0,2919.0,low
1.29,0,0,120703.0,low
247.0,0,0,126170.0,high
223.68,0,0,64808.0,high
0.76,0,0,43825.0,low
16.44,0,0,45096.0,medium
17.99,0,0,169137.0,medium
6.5,0,0,94088.0,low
15.99,0,0,89416.0,medium
378.0,0,3,158554.0,high
1.0,0,0,81210.0,low
113.75,0,0,109562.0,high
189.0,0,0,77948.0,high
0.99,0,0,157738.0,low
64.06,0,0,39772.0,high
1.0,0,0,157804.0,low
1.98,0,0,120502.0,low
3.19,0,0,64409.0,low
0.76,0,0,53090.0,low
49.89,0,0,77941.0,medium
1.78,0,0,49230.0,low
0.77,0,0,76372.0,low
9.0,0,0,131853.0,low
3.68,0,0,162274.0,low
149.7,0,0,141961.0,high
22.34,0,0,132123.0,medium
1.8,0,0,46929.0,low
13.02,0,0,84106.0,medium
51.0,0,0,132381.0,high
0.99,0,0,45638.0,low
0.89,0,0,46218.0,low
9.5,0,0,137015.0,low
39.99,0,0,123525.0,medium
28.17,0,0,123791.0,medium
35.0,0,0,169015.0,medium
74.91,0,0,83548.0,high
1.0,0,0,2785.0,low
39.71,0,0,47273.0,medium
23.32,0,0,122873.0,medium
0.99,0,0,4545.0,low
9.98,0,0,160049.0,low
29.9,0,0,138015.0,medium
19.95,0,0,159171.0,medium
145.2,0,0,43214.0,high
15.85,0,0,28116.0,medium
7.1,0,0,148771.0,low
18.69,0,0,130319.0,medium
53.84,0,0,28389.0,high
2.22,0,0,167008.0,low
34.87,0,0,67745.0,medium
4.99,0,0,3494.0,low
11.5,0,0,155608.0,medium
1.79,0,0,26781.0,low
2.0,0,0,153586.0,low
7.59,0,0,62045.0,low
1.0,0,0,113098.0,low
12.87,0,0,131201.0,medium
11.0,0,0,113985.0,medium
4.42,0,0,65321.0,low
29.99,0,0,51729.0,medium
9.42,0,0,140564.0,low
63.48,0,0,63767.0,high
47.98,0,0,50459.0,medium
25.79,0,0,28430.0,medium
284.8,0,0,167254.0,high
28.38,0,0,46490.0,medium
0.89,0,0,41521.0,low
15.0,0,0,74989.0,medium
166.48,0,0,159826.0,high
9.99,0,0,147868.0,low
49.99,0,0,152089.0,medium
44.85,0,0,124610.0,medium
2.69,0,0,169361.0,low
2.0,0,0,141914.0,low
11.5,0,0,147384.0,medium
1.98,0,0,149448.0,low
209.03,0,0,58214.0,high
4.99,0,0,97809.0,low
79.95,0,0,155698.0,high
29.95,0,0,38042.0,medium
16.0,0,0,81581.0,medium
82.62,0,0,139066.0,high
102.0,0,0,128690.0,high
1.29,0,0,111957.0,low
13.53,0,0,123976.0,medium
104.4,0,0,28844.0,high
109.46,0,0,134892.0,high
97.9,0,0,118299.0,high
167.34,0,0,80280.0,high
4.49,0,0,172262.0,low
45.0,0,0,125073.0,medium
93.18,0,0,121652.0,high
68.0,0,0,34521.0,high
203.85,0,0,128019.0,high
209.0,0,0,141862.0,high
9.72,0,0,80023.0,low
5.38,0,0,64494.0,low
170.6,0,0,59808.0,high
386.0,0,3,130111.0,high
33.37,0,0,145256.0,medium
3.74,0,0,72729.0,low
150.32,0,0,52136.0,high
12.0,0,0,53250.0,medium
25.98,0,0,67309.0,medium
0.76,0,0,102837.0,low
30.97,0,0,60530.0,medium
1.9,0,0,126377.0,low
1.0,0,0,52766.0,low
29.0,0,0,123282.0,medium
1.98,0,0,81467.0,low
4.99,0,0,87121.0,low
15.0,0,0,154678.0,medium
46.0,0,0,37198.0,medium
56.99,0,0,151853.0,high
150.0,0,0,161630.0,high
11.5,0,0,3571.0,medium
414.5,0,3,152866.0,high
10.48,0,0,128316.0,medium
296.75,0,0,56335.0,high
100.0,0,0,83605.0,high
10.82,0,0,120646.0,medium
0.77,0,0,153648.0,low
161.14,0,0,21984.0,high
391.68,0,3,130031.0,high
4.51,0,0,25884.0,low
110.12,0,0,66314.0,high
41.0,0,0,69223.0,medium
5.0,0,0,148598.0,low
48.5,0,0,69388.0,medium
8.7,0,0,146337.0,low
36.51,0,0,85627.0,medium
7.86,0,0,143005.0,low
30.5,0,0,3626.0,medium
1.46,0,0,138964.0,low
1.0,0,0,2438.0,low
129.0,0,0,119297.0,high
56.89,0,0,147025.0,high
19.99,0,0,33274.0,medium
175.78,0,0,56767.0,high
15.95,0,0,97457.0,medium
1.29,0,0,60990.0,low
12.0,0,0,141634.0,medium
20.0,0,0,152044.0,medium
32.2,0,0,10946.0,medium
7.79,0,0,55425.0,low
1.98,0,0,160899.0,low
1.0,0,0,58578.0,low
67.68,0,0,74087.0,high
56.0,0,0,126092.0,high
87.5,0,0,49768.0,high
3.67,0,0,88846.0,low
51.24,0,0,80595.0,high
17.99,0,0,56854.0,medium
0.89,0,0,75286.0,low
10.17,0,0,72346.0,medium
16.6,0,0,66883.0,medium
48.02,0,0,153075.0,medium
10.0,0,0,170479.0,low
135.0,0,0,125079.0,high
1.98,0,0,140815.0,low
45.17,0,0,111736.0,medium
101.6,0,0,13484.0,high
90.0,0,0,59209.0,high
24.56,0,0,58624.0,medium
15.95,0,0,97393.0,medium
19.99,0,0,78103.0,medium
50.0,0,0,147197.0,medium
10.59,0,0,129381.0,medium
60.0,0,0,120824.0,high
29.99,0,0,150159.0,medium
1.0,0,0,34001.0,low
0.89,0,0,26268.0,low
21.18,0,0,132851.0,medium
9.99,0,0,46780.0,low
1.0,0,0,61814.0,low
664.6,0,3,75846.0,very_high
66.0,0,0,77603.0,high
11.34,0,0,69992.0,medium
170.33,0,0,119173.0,high
9.99,0,0,6864.0,low
39.99,0,0,146274.0,medium
0.77,0,0,127789.0,low
1.0,0,0,163662.0,low
35.0,0,0,145144.0,medium
0.99,0,0,60414.0,low
9.99,0,0,155460.0,low
46.24,0,0,152053.0,medium
59.35,0,0,39686.0,high
33.31,0,0,75502.0,medium
189.27,0,0,47298.0,high
29.9,0,0,143014.0,medium
708.13,0,3,131340.0,very_high
0.79,0,0,71380.0,low
18.14,0,0,81917.0,medium
6.99,0,0,14832.0,low
431.56,0,3,59682.0,high
1.79,0,0,61785.0,low
88.0,0,0,49072.0,high
85.0,0,0,137771.0,high
5.0,0,0,38213.0,low
11.37,0,0,120154.0,medium
127.13,0,0,77141.0,high
50.0,0,0,164145.0,medium
2.68,0,0,71232.0,low
1.0,0,0,163039.0,low
1.93,0,0,123588.0,low
2.69,0,0,167270.0,low
11.98,0,0,53535.0,medium
529.82,0,3,42594.0,very_high
9.95,0,0,77680.0,low
34.38,0,0,56696.0,medium
74.91,0,0,118072.0,high
37.16,0,0,54600.0,medium
0.99,0,0,66078.0,low
250.0,0,0,39076.0,high
101.9,0,0,110179.0,high
350.57,0,0,32116.0,high
54.95,0,0,61458.0,high
1.0,0,0,44009.0,low
23.74,0,0,26521.0,medium
103.29,0,0,117584.0,high
31.23,0,0,46589.0,medium
1.0,0,0,112382.0,low
20.0,0,0,162192.0,medium
19.99,0,0,145936.0,medium
9.35,0,0,61967.0,low
144.53,0,0,12689.0,high
27.6,0,0,61310.0,medium
7.56,0,0,86025.0,low
75.0,0,0,144601.0,high
2.34,0,0,5452.0,low
290.0,0,0,127627.0,high
3.63,0,0,159380.0,low
5.0,0,0,19911.0,low
11.56,0,0,47066.0,medium
5.99,0,0,26587.0,low
0.0,0,0,41142.0,
1.98,0,0,147407.0,low
1.6,0,0,117474.0,low
1.0,0,0,113112.0,low
1.29,0,0,34010.0,low
78.79,0,0,90026.0,high
3.57,0,0,116061.0,low
9.99,0,0,138900.0,low
1.79,0,0,77139.0,low
34.94,0,0,57715.0,medium
525.77,0,3,40407.0,very_high
9.53,0,0,76869.0,low
1.79,0,0,33343.0,low
1.0,0,0,153696.0,low
9.39,0,0,107915.0,low
358.97,0,0,14918.0,high
4.88,0,0,120790.0,low
253.0,0,0,77966.0,high
127.97,0,0,163068.0,high
89.99,0,0,32957.0,high
2.69,0,0,84169.0,low
9.99,0,0,170804.0,low
5.99,0,0,43383.0,low
7.91,0,0,2951.0,low
7.58,0,0,158227.0,low
171.94,0,0,126298.0,high
2.6,0,0,106798.0,low
1205.18,0,4,151719.0,very_high
35.73,0,0,170967.0,medium
348.06,0,0,47698.0,high
26.68,0,0,33573.0,medium
1.0,0,0,2941.0,low
49.8,0,0,144685.0,medium
50.0,0,0,114083.0,medium
190.0,0,0,149808.0,high
39.0,0,0,14470.0,medium
150.0,0,0,66296.0,high
1.0,0,0,144621.0,low
11.0,0,0,115153.0,medium
2.95,0,0,133492.0,low
3.03,0,0,136965.0,low
84.0,0,0,75941.0,high
1.0,0,0,77115.0,low
30.0,0,0,80768.0,medium
482.7,0,3,80564.0,high
8.99,0,0,155640.0,low
1.0,0,0,165759.0,low
147.5,0,0,59286.0,high
352.0,0,0,153450.0,high
5.6,0,0,44595.0,low
16.0,0,0,73527.0,medium
39.99,0,0,146105.0,medium
0.76,0,0,163792.0,low
40.09,0,0,152525.0,medium
0.99,0,0,38843.0,low
73.0,0,0,116371.0,high
1.98,0,0,65843.0,low
19.99,0,0,2323.0,medium
119.0,0,0,49401.0,high
15.0,0,0,142648.0,medium
10.0,0,0,52247.0,low
0.89,0,0,151301.0,low
1.29,0,0,152980.0,low
15.73,0,0,131269.0,medium
427.01,0,3,109443.0,high
1.5,0,0,36635.0,low
15.72,0,0,133609.0,medium
200.0,0,0,130552.0,high
36.94,0,0,79460.0,medium
15.99,0,0,140631.0,medium
129.21,0,0,34404.0,high
50.88,0,0,150531.0,high
12.31,0,0,166692.0,medium
16.63,0,0,73985.0,medium
136.83,0,0,28102.0,high
120.4,0,0,45119.0,high
14.95,0,0,97454.0,medium
24.95,0,0,130491.0,medium
67.54,0,0,68990.0,high
1158.0,0,4,45571.0,very_high
235.3,0,0,163477.0,high
769.99,0,3,70870.0,very_high
9.47,0,0,38321.0,low
545.9,0,3,82848.0,very_high
66.0,0,0,141331.0,high
43.4,0,0,127067.0,medium
18.39,0,0,36657.0,medium
4.9,0,0,84202.0,low
0.76,0,0,161131.0,low
392.0,0,3,120839.0,high
1.29,0,0,71955.0,low
93.75,0,0,162986.0,high
142.42,0,0,1175.0,high
16.4,0,0,69125.0,medium
3.7,0,0,67466.0,low
108.9,0,0,160258.0,high
169.0,0,0,65502.0,high
90.0,0,0,160672.0,high
1.79,0,0,32812.0,low
0.0,0,0,121996.0,
1.54,0,0,37239.0,low
38.27,0,0,40128.0,medium
500.0,0,3,170659.0,high
2.18,0,0,45883.0,low
63.19,0,0,166561.0,high
29.95,0,0,117154.0,medium
35.33,0,0,120508.0,medium
10.84,0,0,36177.0,medium
100.0,0,0,81403.0,high
8.99,0,0,165595.0,low
0.89,0,0,166285.0,low
1.98,0,0,158745.0,low
1.29,0,0,35295.0,low
1.0,0,0,30247.0,low
15.41,0,0,108332.0,medium
45.9,0,0,142038.0,medium
7.34,0,0,45880.0,low
2.58,0,0,172672.0,low
23.08,0,0,81744.0,medium
108.47,0,0,76932.0,high
500.0,0,3,37803.0,high
39.48,0,0,59629.0,medium
5.4,0,0,163624.0,low
64.76,0,0,128863.0,high
4.66,0,0,112471.0,low
1.0,0,0,114536.0,low
2.67,0,0,121465.0,low
19.63,0,0,77631.0,medium
14.95,0,0,144572.0,medium
59.0,0,0,161031.0,high
15.0,0,0,129953.0,medium
56.95,0,0,146129.0,high
